Title,Experience,Salary,Date of Salary,What Is your Company,Work Type,Work Hour,City of Company site,Amount,Currency,Amount_EGP,category,Experience Years
Data Engineer,3 months,15k,6/27/2025 0:00,Egyption,On Site,Full Time,cairo,15000,EGP,15000,Data-Science,0
Data Engineering,0,15000,7/17/2025 0:00,Egyption,On Site,Full Time,New Cairo ,15000,EGP,15000,Data-Science,0
Data Management Engineer,5,13100,1/1/2025 0:00,Egyption,On Site,Full Time,Cairo,13100,EGP,13100,Data-Science,5
Data Management Specialist,2,36000,7/1/2025 0:00,Egyption,Hybird,Full Time,Cairo,36000,EGP,36000,Data-Science,2
Data Modeler,2, Net:35K,7/20/2025 0:00,Egyption,Hybird,Full Time,Cairo ,35000,EGP,35000,Data-Science,2
Data Production Analyst,1,12500,7/16/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Cairo,12500,EGP,12500,Data-Science,1
Data Scientist,1,27000,5/25/2025 0:00,Egyption,On Site,Full Time,Cairo,27000,EGP,27000,Data-Science,1
Data Scientist,2,55000,7/1/2025 0:00,Not Egyption but site in egypt,Remotley,Full Time,Dubai,55000,EGP,55000,Data-Science,2
Data Scientist,2.5,37000,7/25/2025 0:00,Egyption,On Site,Full Time,October ,37000,EGP,37000,Data-Science,2.5
Data Scientist,2.5,60000,9/1/2025 0:00,Not Egyption but site in egypt,Depends On Project ,Full Time,"Cairo, Dubai, Morocco and 2 other sites",60000,EGP,60000,Data-Science,2.5
Data Scientist,3,30000,7/18/2025 0:00,Egyption,On Site,Full Time,,30000,EGP,30000,Data-Science,3
Data Scientist,3,48000,7/27/2025 0:00,Not Egyption but site in egypt,On Site,Full Time,Marsa Alam,48000,EGP,48000,Data-Science,3
Data Scientist,3,81000,1/1/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Cairo,81000,EGP,81000,Data-Science,3
Data Scientist,4,50000,7/17/2025 0:00,Egyption,On Site,Full Time,,50000,EGP,50000,Data-Science,4
Data Scientist,4,95000,7/19/2025 0:00,Not Egyption and site out of egypt,Hybird,Full Time,Riyadh,95000,EGP,95000,Data-Science,4
Data Scientist,4,100000,7/16/2025 0:00,Egyption,Hybird,Full Time,Cairo,100000,EGP,100000,Data-Science,4
Data Scientist & Generative Ai Engineer,1,18000,5/1/2025 0:00,Egyption,Hybird,Full Time,New Cairo ,18000,EGP,18000,Data-Science,1
Data Visualization,0.75,8000,7/16/2025 0:00,Not Egyption but site in egypt,On Site,Full Time,"Cairo, Saudia ",8000,EGP,8000,Data-Science,1
Data Visualization Analyst,1,13000,1/1/2025 0:00,Egyption,Remotley,Full Time,Cairo,13000,EGP,13000,Data-Science,1
Database Administrator,13,60k,7/17/2025 0:00,Egyption,On Site,Full Time,Cairo ,60000,EGP,60000,Data-Science,13
Demand Planner - Retail,2,28000,6/1/2025 0:00,Egyption,Hybird,Full Time,Cairo,28000,EGP,28000,Data-Science,2
Developer (Java Springboot&& Angular ),7,1850 USD,7/1/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Cairo,1850,USD,89799,Frontend,7
Development Team Lead,1,70000,1/1/2025 0:00,Egyption,Hybird,Full Time,Cairo,70000,EGP,70000,Data-Science,1
Devops,1,28000 Eyp,8/24/2024 0:00,Egyption,Remotley,Full Time,Cairo,28000,EGP,28000,DevOps-MLOps,1
Devops,1,35000,1/1/2025 0:00,Egyption,On Site,Full Time,,35000,EGP,35000,DevOps-MLOps,1
Devops,2,39000,6/28/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,"Cairo, Egypt",39000,EGP,39000,DevOps-MLOps,2
Devops Engineer,0,18000,5/1/2025 0:00,Egyption,Hybird,Full Time,"Cairo, Egypt",18000,EGP,18000,DevOps-MLOps,0
Devops Engineer,1,12500,6/1/2025 0:00,Egyption,Remotley,Full Time,Cairo ,12500,EGP,12500,DevOps-MLOps,1
Devops Engineer,1,16500,7/25/2025 0:00,Egyption,On Site,Full Time,Alexandria ,16500,EGP,16500,DevOps-MLOps,1
Devops Engineer,1,22000,7/1/2025 0:00,Egyption,On Site,Full Time,"Maadi, Cairo",22000,EGP,22000,DevOps-MLOps,1
Devops Engineer,1,25000,6/1/2025 0:00,Egyption,Hybird,Full Time,Cairo,25000,EGP,25000,DevOps-MLOps,1
Devops Engineer,1,40000,7/25/2025 0:00,Egyption,Remotley,Full Time,Cairo,40000,EGP,40000,DevOps-MLOps,1
Devops Engineer,1.5,500 USD without On Call Competition ,7/17/2025 0:00,Not Egyption but site in egypt,On Site,Full Time,Cairo,500,USD,24270,DevOps-MLOps,1.5
Devops Engineer,2,16000 Net,7/1/2025 0:00,Egyption,On Site,Full Time,cairo,16000,EGP,16000,DevOps-MLOps,2
Devops Engineer,2,30000,7/1/2025 0:00,Egyption,Remotley,Full Time,,30000,EGP,30000,DevOps-MLOps,2
Devops Engineer,2,60000,4/1/2025 0:00,Egyption,Hybird,Full Time,Cairo ,60000,EGP,60000,DevOps-MLOps,2
Devops Engineer,2,60000,8/1/2025 0:00,Egyption,Hybird,Full Time,Cairo,60000,EGP,60000,DevOps-MLOps,2
Devops Engineer,3,31000,7/27/2025 0:00,Egyption,Hybird,Full Time,cairo,31000,EGP,31000,DevOps-MLOps,3
Devops Engineer,3.5,42000,1/1/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Cairo ,42000,EGP,42000,DevOps-MLOps,3.5
Devops Engineer,3.5,1500 USD,6/30/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,cairo,1500,USD,72810,DevOps-MLOps,3.5
Devops Engineer,5,31000,7/17/2025 0:00,Egyption,Hybird,Full Time,Alexandria,31000,EGP,31000,DevOps-MLOps,5
Devops Engineer,5,2000 USD,7/16/2025 0:00,Not Egyption but site in egypt,Remotley,Full Time,Cairo,2000,USD,97080,DevOps-MLOps,5
Devops Engineer,6,26000 aed,3/1/2025 0:00,Not Egyption and site out of egypt,Hybird,Full Time,Abudhabi,26000,AED,343720,DevOps-MLOps,6
Devops Enginner,2,7000SAR,7/18/2025 0:00,Egyption,On Site,Full Time,"Jeddah, Saudi Arabia",7000,SAR,90510,DevOps-MLOps,2
Devops Expert,9,65000,7/17/2025 0:00,Egyption,Hybird,Full Time,"Alexandria, Egypt ",65000,EGP,65000,DevOps-MLOps,9
Devops Infrastructure,2,62000,7/28/2025 0:00,Egyption,Hybird,Full Time,Cairo ,62000,EGP,62000,DevOps-MLOps,2
Devops/Sre,4,40000,7/17/2025 0:00,Not Egyption but site in egypt,Remotley,Full Time,Cairo,40000,EGP,40000,DevOps-MLOps,4
Dig Data Engineer,1,30000,8/3/2025 0:00,Egyption,Hybird,Full Time,cairo,30000,EGP,30000,Data-Science,1
Digital Design,8,2500$,8/6/2025 0:00,Egyption,Hybird,Full Time,Cairo,2500,USD,121350,IT,8
Dot Net Developei,8,2000 usd,3/23/2025 0:00,Not Egyption and site out of egypt,Remotley,Full Time,Ryad,2000,USD,97080,Backend,8
Dot Net Developer,5,60000,1/1/2025 0:00,Egyption,On Site,Full Time,Cairo,60000,EGP,60000,Backend,5
Dot Net Developer,6,65000,1/1/2025 0:00,Egyption,Remotley,Full Time,Cairo,65000,EGP,65000,Backend,6
Dotnet Developer,2.5,25000,1/1/2025 0:00,Egyption,Hybird,Full Time,Cairo,25000,EGP,25000,Backend,2.5
Dotnet Full Stack Developer,2,15000,7/7/2025 0:00,Egyption,Hybird,Full Time,Cairo ,15000,EGP,15000,Fullstack,2
Dynamics 356 Crm Developer,1.5,20000,7/16/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Cairo,20000,EGP,20000,Other,1.5
Electrical Engineer,5,10500,1/1/2025 0:00,Egyption,On Site,Full Time,Suez,10500,EGP,10500,Testing,5
Electrical Maintenance Engineer,5,18000,7/19/2025 0:00,Egyption,On Site,Full Time,10th of Ramadan city,18000,EGP,18000,Data-Science,5
Email Marketing,1,30000,7/16/2025 0:00,Not Egyption but site in egypt,On Site,Full Time,Cairo ,30000,EGP,30000,Data-Science,1
Email Marketing,2,45000,7/16/2025 0:00,Not Egyption but site in egypt,On Site,Full Time,Cairo ,45000,EGP,45000,Data-Science,2
Embedded Linux Engineer,1.5,23000,3/1/2025 0:00,Not Egyption but site in egypt,On Site,Full Time,Cairo,23000,EGP,23000,Embedded,1.5
Embedded Linux Engineer,2,60000,7/17/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Cairo,60000,EGP,60000,Embedded,2
Embedded Software Engineer,0,15800,2/1/2025 0:00,Egyption,Hybird,Full Time,new capital,15800,EGP,15800,Embedded,0
Embedded Software Engineer,2,43000,7/1/2025 0:00,Egyption,Remotley,Full Time,"Cairo, Maadi",43000,EGP,43000,Embedded,2
Embedded Software Engineer,6.5,75000,6/28/2025 0:00,Egyption,Hybird,Full Time,Cairo,75000,EGP,75000,Embedded,6.5
Embedded Software Team Leader,13,48000,7/5/2025 0:00,Egyption,On Site,Full Time,Cairo,48000,EGP,48000,Embedded,13
Embedded Sw Engineer,3,1550 USD,7/1/2025 0:00,Egyption,Hybird,Full Time,cairo,1550,USD,75237,Embedded,3
Engineering Manager,13,180000,1/1/2025 0:00,Egyption,Hybird,Full Time,Cairo,180000,EGP,180000,Other,13
Erp Developer,5,62000,7/17/2025 0:00,Egyption,Remotley,Full Time,Cairo,62000,EGP,62000,Other,5
Flutter Developer,2,25k,7/22/2025 0:00,Not Egyption and site out of egypt,Remotley,Full Time,Saudi Arabia ,25000,EGP,25000,Mobile,2
Flutter Developer,1,15000,7/18/2025 0:00,Not Egyption and site out of egypt,Remotley,Full Time,UK,15000,EGP,15000,Mobile,1
Flutter Developer,0,10000,7/27/2025 0:00,Egyption,On Site,Full Time,Cairo,10000,EGP,10000,Mobile,0
Flutter Developer,1,5000,11/11/1111,Egyption,Remotley,Full Time,cairo,5000,EGP,5000,Mobile,1
Flutter Developer,1,6000,4/9/2025 0:00,Egyption,Hybird,Full Time,Cairo,6000,EGP,6000,Mobile,1
Flutter Developer,1,8k,7/22/2025 0:00,Egyption,On Site,Full Time,Cairo,8000,EGP,8000,Mobile,1
Flutter Developer,1,300$,8/5/2025 0:00,Not Egyption but site in egypt,Remotley,Full Time,,300,USD,14562,Mobile,1
Flutter Developer,1,15000,7/1/2025 0:00,Egyption,Remotley,Full Time,Cairo,15000,EGP,15000,Mobile,1
Flutter Developer,1,20000,7/1/2025 0:00,Egyption,On Site,Full Time,Alexandria,20000,EGP,20000,Mobile,1
Flutter Developer,1.5,10500,6/1/2025 0:00,Egyption,On Site,Full Time,Saudi Arabia ,10500,EGP,10500,Mobile,1.5
Flutter Developer,1.5,20000,7/22/2025 0:00,Egyption,Remotley,Full Time,Cairo ,20000,EGP,20000,Mobile,1.5
Flutter Developer,1.5,20000,7/2/2025 0:00,Egyption,Remotley,Full Time,Cairo ,20000,EGP,20000,Mobile,1.5
Flutter Developer,2,8000,7/17/2025 0:00,Egyption,On Site,Full Time,UAE,8000,EGP,8000,Mobile,2
Flutter Developer,2,10000,4/1/2025 0:00,Egyption,Remotley,Full Time,Cairo,10000,EGP,10000,Mobile,2
Flutter Developer,2,12000,7/21/2025 0:00,Egyption,Hybird,Full Time,Alexandria,12000,EGP,12000,Mobile,2
Flutter Developer,2,14000,7/16/2025 0:00,Egyption,On Site,Full Time,cairo,14000,EGP,14000,Mobile,2
Flutter Developer,2,20000,7/5/2025 0:00,Egyption,On Site,Full Time,Giza,20000,EGP,20000,Mobile,2
Flutter Developer,2,22000,1/1/2025 0:00,Egyption,On Site,Full Time,Cairo,22000,EGP,22000,Mobile,2
Flutter Developer,2 years ,550 usd,7/1/2025 0:00,Not Egyption and site out of egypt,Remotley,Full Time,United kingdom ,550,USD,26697,Mobile,2
Flutter Developer,2,700 USD,3/1/2025 0:00,Not Egyption and site out of egypt,Remotley,Full Time,Dubai,700,USD,33978,Mobile,2
Flutter Developer,2,140 Egp ,4/1/2002 0:00,Not Egyption but site in egypt,Remote Hourly based ,Part Time,Cairo,140000,EGP,140000,Mobile,2
Flutter Developer,3,8500,7/16/2025 0:00,Egyption,Hybird,Full Time,Alexandria,8500,EGP,8500,Mobile,3
Flutter Developer,3,10000,6/1/2025 0:00,Egyption,Remotley,Full Time,cairo,10000,EGP,10000,Mobile,3
Flutter Developer,3,500 USD,7/1/2025 0:00,Not Egyption and site out of egypt,Remotley,Full Time,Canada,500,USD,24270,Mobile,3
Flutter Developer,3,35000,1/1/2025 0:00,Egyption,Remotley,Full Time,Cairo and dubai,35000,EGP,35000,Mobile,3
Flutter Developer,3,35000,2/12/1997 0:00,Not Egyption but site in egypt,Hybird,Full Time,Cairo,35000,EGP,35000,Mobile,3
Flutter Developer,3,50k,7/16/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Lebnanon,50000,EGP,50000,Mobile,3
Flutter Developer,4,28000,6/25/2025 0:00,Egyption,On Site,Full Time,Cairo,28000,EGP,28000,Mobile,4
Flutter Developer,4,750 usd,1/1/2025 0:00,Not Egyption and site out of egypt,Remotley,Full Time,Amman Jordan ,750,USD,36405,Mobile,4
Flutter Developer,4,60000,5/1/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Cairo,60000,EGP,60000,Mobile,4
Flutter Developer,5,21000,7/1/2025 0:00,Egyption,Remotley,Full Time,Cairo,21000,EGP,21000,Mobile,5
Flutter Developer,5,35000,7/17/2025 0:00,Not Egyption but site in egypt,On Site,Full Time,Zayed,35000,EGP,35000,Mobile,5
Flutter Developer,5,50K,1/3/2025 0:00,Egyption,Hybird,Full Time,,50000,EGP,50000,Mobile,5
Flutter Developer,5,1500$,3/1/2025 0:00,Saudi backdoor (dev team in Egypt),Hybird,Full Time,Cairo ,1500,USD,72810,Mobile,5
Flutter Developer,5,"$1,500 ",6/1/2025 0:00,Not Egyption and site out of egypt,Remotley,Full Time,US,1500,USD,72810,Mobile,5
Flutter Developer,5,2000 USD,7/22/2025 0:00,Egyption,Hybird,Full Time,,2000,USD,97080,Mobile,5
Flutter Developer,6,75k,1/31/2025 0:00,Egyption,Remotley,Full Time,,75000,EGP,75000,Mobile,6
Fp&A Associate Manager,5,"48,000 Net",11/11/1111,Not Egyption but site in egypt,Hybird,Full Time,,48000,EGP,48000,Other,5
Frontend (React And React Native),6,1200 usd+150 usd kpis/month paid every 3 month,6/15/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Saudia,1200,USD,58248,Frontend,6
Frontend Developer,5,"$1,200 ",12/20/2024 0:00,Egyption,Remotley,Full Time,KSA,1200,USD,58248,Frontend,5
Frontend Developer,2,23500,5/4/2025 0:00,Not Egyption but site in egypt,On Site,Full Time,mohandseen giza,23500,EGP,23500,Frontend,2
Frontend Developer,1,10000,7/25/2025 0:00,Egyption,Anything ,Anything ,Alexandria ,10000,EGP,10000,Frontend,1
Frontend Developer,1,40000,7/16/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Cairo,40000,EGP,40000,Frontend,1
Frontend Developer,2,20000,6/30/2025 0:00,Egyption,Remotley,Full Time,cairo,20000,EGP,20000,Frontend,2
Frontend Developer,6,1600 usd,7/25/2025 0:00,Not Egyption but site in egypt,On Site,Full Time,"Cairo, dubai",1600,USD,77664,Frontend,6
Frontend Developer,0,7500,7/24/2025 0:00,Egyption,Hybird,Full Time,Cairo ,7500,EGP,7500,Frontend,0
Frontend Developer,0,15000,7/24/2025 0:00,Egyption,Hybird,Full Time,Cairo,15000,EGP,15000,Frontend,0
Frontend Developer,3,18200,7/30/2025 0:00,Egyption,Remotley,Full Time,Cairo,18200,EGP,18200,Frontend,3
Frontend Developer,3,25000,7/15/2025 0:00,Not Egyption and site out of egypt,Remotley,Full Time,Sudia,25000,EGP,25000,Frontend,3
Frontend Developer,3,30000,1/5/2025 0:00,Egyption,Remotley,Full Time,Alexandria,30000,EGP,30000,Frontend,3
Frontend Developer,3,50000,1/1/2025 0:00,Egyption,Hybird,Full Time,Cairo,50000,EGP,50000,Frontend,3
Frontend Developer,6,45000,4/1/2025 0:00,Not Egyption but site in egypt,Remotley,Full Time,Canada,45000,EGP,45000,Frontend,6
Frontend Developer,1,15000,1/25/2025 0:00,Not Egyption but site in egypt,On Site,Full Time,,15000,EGP,15000,Frontend,1
Frontend Developer,2.5,7500,8/5/2025 0:00,Else,Remotley,Part Time,Cairo,7500,EGP,7500,Frontend,2.5
Frontend Developer,0.5,12000,7/1/2025 0:00,Egyption,Remotley,Full Time,cairo,12000,EGP,12000,Frontend,0.5
Frontend Developer,1,12000,7/9/2025 0:00,Egyption,Remotley,Full Time,No office ,12000,EGP,12000,Frontend,1
Frontend Developer,1,20500,2/1/2025 0:00,Egyption,Hybird,Full Time,Giza,20500,EGP,20500,Frontend,1
Frontend Developer,1.5,19250,7/16/2025 0:00,Egyption,Remotley,Full Time,Cairo ,19250,EGP,19250,Frontend,1.5
Frontend Developer,2,8000,7/30/2025 0:00,Not Egyption and site out of egypt,Remotley,Full Time,"United Kingdom, London",8000,EGP,8000,Frontend,2
Frontend Developer,2,22000,1/1/2025 0:00,Not Egyption but site in egypt,On Site,Full Time,Jiza,22000,EGP,22000,Frontend,2
Frontend Developer,2,24000,8/20/2024 0:00,Not Egyption and site out of egypt,Remotley,Full Time,Dubai,24000,EGP,24000,Frontend,2
Frontend Developer,2,500 usd,7/17/2025 0:00,Not Egyption and site out of egypt,Remotley,Full Time,Jordan ,500,USD,24270,Frontend,2
Frontend Developer,2,30000,1/1/2025 0:00,Not Egyption but site in egypt,On Site,Full Time,Cairo,30000,EGP,30000,Frontend,2
Frontend Developer,2,1200 USD,7/1/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Cairo,1200,USD,58248,Frontend,2
Frontend Developer,3,45000,6/1/2025 0:00,Egyption,Remotley,Full Time,Cairo,45000,EGP,45000,Frontend,3
Frontend Developer,2.8,66000,4/1/2025 0:00,Egyption,Hybird,Full Time,Cairo,66000,EGP,66000,Frontend,3
Frontend Developer,4,60000,7/23/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,,60000,EGP,60000,Frontend,4
Frontend Developer,5,48500,5/5/2023 0:00,Not Egyption but site in egypt,Remotley,Full Time,,48500,EGP,48500,Frontend,5
Frontend Developer,5,1500 USD,5/1/2025 0:00,Not Egyption but site in egypt,Remotley,Full Time,Cairo,1500,USD,72810,Frontend,5
Frontend Developer,5,1550,7/29/2025 0:00,Not Egyption but site in egypt,Remotley,Full Time,cairo,1550,USD,75237,Frontend,5
Frontend Developer,6,24000,5/1/2025 0:00,Not Egyption but site in egypt,Remotley,Full Time,Riyadh,24000,EGP,24000,Frontend,6
Frontend Developer,6,100000,7/10/2025 0:00,Not Egyption but site in egypt,Remotley,Full Time,Cairo,100000,EGP,100000,Frontend,6
Frontend Developer,Less than a year ,15000,7/24/2025 0:00,Egyption,On Site,Full Time,New Cairo,15000,EGP,15000,Frontend,0
Frontend Developer,Junior,20000,7/16/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Cairo ,20000,EGP,20000,Frontend,0
Frontend Developer,8,60000,8/10/2025 0:00,Egyption,On Site,Full Time,Alexandria,60000,EGP,60000,Frontend,8
Front-End Developer,4,35000,9/1/2024 0:00,Egyption,On Site,Full Time,Cairo,35000,EGP,35000,Frontend,4
Frontend Developer (Angular/React/Vue),3,130000,8/1/1998 0:00,Not Egyption and site out of egypt,Remotley,Full Time,Vancouver,130000,EGP,130000,Frontend,3
Front-End Developer (Native),1.5,12000,7/1/2024 0:00,Egyption,Remotley,Full Time,Cairo,12000,EGP,12000,Frontend,1.5
Frontend Developer (React/Next),2 years,12000,7/1/2025 0:00,Egyption,On Site,Full Time,"Cairo,maadi",12000,EGP,12000,Frontend,2
Frontend Developer Iii,2,40000,10/27/2024 0:00,Egyption,Hybird,Full Time,Cairo,40000,EGP,40000,Frontend,2
Frontend Developer React,1,8000,12/10/2024 0:00,Egyption,Hybird,Part Time,Cairo ,8000,EGP,8000,Frontend,1
Frontend Developer React,6 month,8000,7/1/2025 0:00,Egyption,Remotley,Part Time,Cairo,8000,EGP,8000,Frontend,0.5
Frontend Developer React,1,25000,4/1/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Cairo,25000,EGP,25000,Frontend,1
Frontend Developer React,3,15000 EGP ,7/18/2025 0:00,Not Egyption and site out of egypt,Remotley,Part Time,Jordan,15000,EGP,15000,Frontend,3
Frontend Developer React Nextjs,3,1000 USD,7/18/2025 0:00,Not Egyption and site out of egypt,Remotley,Full Time,Dubai ,1000,USD,48540,Frontend,3
Frontend Developer Vuejs,3,16k,2/1/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Cairo ,16000,EGP,16000,Frontend,3
Frontend Developer,6,75000,3/1/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Cairo,75000,EGP,75000,Frontend,6
Frontend Developer,1,60000,1/1/2025 0:00,corporate,Hybird,Full Time,new cairo,60000,EGP,60000,Frontend,1
Frontend Developer,1,60000,1/1/2025 0:00,corporate,Hybird,Full Time,new cairo,60000,EGP,60000,Frontend,1
Frontend Developer,1,60000,1/1/2025 0:00,corporate,Hybird,Full Time,new cairo,60000,EGP,60000,Frontend,1
Frontend Developer,1.5,12500,7/17/2025 0:00,Egyption,Remotley,Full Time,Cairo,12500,EGP,12500,Frontend,1.5
Frontend Developer,Less than 2,40000,1/1/2025 0:00,Egyption,Remotley,Full Time,Cairo,40000,EGP,40000,Frontend,2
Frontend Developer,6,80000,7/17/2025 0:00,Not Egyption and site out of egypt,Remotley,Full Time,riyadh saudi arabia,80000,EGP,80000,Frontend,6
Frontend (Next.Js),5,1500 USD,7/30/2025 0:00,Not Egyption and site out of egypt,Remotley,Full Time,جدة,1500,USD,72810,Frontend,5
Frontend React,2,30000,7/17/2025 0:00,Not Egyption but site in egypt,Remotley,Full Time,,30000,EGP,30000,Frontend,2
Frontend React,4,2000 USD,7/27/2025 0:00,Not Egyption but site in egypt,On Site,Full Time,Shiekh zayed ,2000,USD,97080,Frontend,4
Frontend React Developer,5 months,15000 EGP,3/1/2025 0:00,Egyption,Remotley,Full Time,6th October,15000,EGP,15000,Frontend,0.5
Frontend React Developer,1,15000,7/24/2025 0:00,Egyption,On Site,Full Time,Cairo,15000,EGP,15000,Frontend,1
Frontend Reactjs,3,15000,7/16/2025 0:00,Egyption,Remotley,Full Time,Mansoura,15000,EGP,15000,Frontend,3
Frontend Software Engineer,2 months,500USD,6/11/2025 0:00,Not Egyption and site out of egypt,Remotley,Full Time,"Amman, Jordan",500,USD,24270,Frontend,0
Frontend Software Engineer,2,44500,6/29/2025 0:00,Not Egyption but site in egypt,Remotley,Full Time,Cairo,44500,EGP,44500,Frontend,2
Frontend Team Lead,10,165000,1/1/2025 0:00,Not Egyption but site in egypt,Remotley,Full Time,Riyadh,165000,EGP,165000,Frontend,10
Frontend Team Lead,2,70000,1/1/2025 0:00,Egyption,Hybird,Full Time,cairo,70000,EGP,70000,Frontend,2
Frontend Vue/Nuxt Js,5,1100,7/16/2025 0:00,Not Egyption and site out of egypt,Remotley,Full Time,Jordan ,1100,USD,53394,UI UX,5
Frontend Web Developer,2,30000,7/25/2025 0:00,Egyption,On Site,Full Time,Cairo,30000,EGP,30000,Frontend,2
Frontend Web Developer,1,15000,7/15/2025 0:00,"Startup in canada , but there’s no site just online work and the whole team from Egypt ",Remotley,Full Time,Monreal,15000,EGP,15000,Frontend,1
Fulkstack .Net Developer,10,75000,1/1/2025 0:00,Egyption,On Site,Full Time,Cairo,75000,EGP,75000,Fullstack,10
Full Stack,8,90K EGP,3/1/2025 0:00,Egyption,Remotley,Full Time,Cairo,90000,EGP,90000,Fullstack,8
Full Stack .Net,1,17000,7/16/2025 0:00,Egyption,Hybird,Full Time,Cairo,17000,EGP,17000,Fullstack,1
Full Stack .Net,5,46000,7/17/2025 0:00,Egyption,Hybird,Full Time,Cairo,46000,EGP,46000,Fullstack,5
Full Stack .Net & Angular,1,16000,7/15/2025 0:00,Not Egyption and site out of egypt,Remotley,Full Time,USA Texas,16000,EGP,16000,Fullstack,1
Full Stack .Net | Angular,3,26000,7/1/2025 0:00,Egyption,Remotley,Full Time,Cairo ,26000,EGP,26000,Fullstack,3
Full Stack .Net Developer,1,12000,7/17/2025 0:00,Egyption,On Site,Full Time,Alexandria,12000,EGP,12000,Fullstack,1
Full Stack .Net Developer,2,15000,7/1/2025 0:00,Egyption,Remotley,Full Time,cairo,15000,EGP,15000,Fullstack,2
Full Stack .Net Developer,4,70,7/17/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Cairo ,70000,EGP,70000,Fullstack,4
Full Stack Developer,0.65,14000,7/25/2025 0:00,Egyption,Remotley,Full Time,Cairo,14000,EGP,14000,Fullstack,0.5
Full Stack Developer,1,12000,7/3/2025 0:00,Egyption,On Site,Full Time,Cairo ,12000,EGP,12000,Fullstack,1
Full Stack Developer,1,32,8/1/2025 0:00,Egyption,Hybird,Full Time,Cairo,32000,EGP,32000,Fullstack,1
Full Stack Developer,1.5,4000,7/17/2025 0:00,morocco,On Site,Full Time,rabat,4000,EGP,4000,Fullstack,1.5
Full Stack Developer,1.5,15000,7/16/2025 0:00,Egyption,On Site,Full Time,cairo,15000,EGP,15000,Fullstack,1.5
Full Stack Developer,2,15000,7/16/2025 0:00,Egyption,Remotley,Full Time,cairo,15000,EGP,15000,Fullstack,2
Full Stack Developer,2,370 $,6/1/2025 0:00,Not Egyption but site in egypt,Remotley,Full Time,,370,USD,17959.8,Fullstack,2
Full Stack Developer,2,500$,7/20/2025 0:00,Not Egyption and site out of egypt,Remotley,Full Time,Dynmark,500,USD,24270,Fullstack,2
Full Stack Developer,3,20000,7/17/2025 0:00,Egyption,On Site,Full Time,Cairo,20000,EGP,20000,Fullstack,3
Full Stack Developer,4,40000,7/1/2025 0:00,Not Egyption and site out of egypt,Remotley,Part Time,Dubai,40000,EGP,40000,Fullstack,4
Full Stack Developer,3.9,55000,7/1/2025 0:00,Not Egyption and site out of egypt,Remotley,Full Time,New Yourk,55000,EGP,55000,Fullstack,4
Full Stack Developer (Angular+.Net),1,24000,8/1/2025 0:00,Egyption,Hybird,Full Time,Cairo,24000,EGP,24000,Fullstack,1
"Full Stack Developer (Flutter, .Net, React)",1.5,15000,7/1/2025 0:00,Not Egyption and site out of egypt,Remotley,Part Time,Riyadh,15000,EGP,15000,Fullstack,1.5
Full Stack Developer .Net And React (Internship),1month,4500,7/16/2025 0:00,Egyption,Hybird,Full Time,Giza,4500,EGP,4500,Fullstack,0
Full Stack Developer Dot Net,8,70000,7/1/2025 0:00,Egyption,Hybird,Full Time,Cairo ,70000,EGP,70000,Fullstack,8
Full Stack Dot Net Developer,1,13000,7/17/2025 0:00,Egyption,Remotley,Full Time,Cairo,13000,EGP,13000,Fullstack,1
Full Stack Developer,2,500 $,8/1/2024 0:00,Egyption,On Site,Full Time,Alexandria,500,USD,24270,Fullstack,2
Full Stack Developer,3,62500,5/1/2025 0:00,Not Egyption and site out of egypt,Remotley,Full Time,-,62500,EGP,62500,Fullstack,3
Full Stack Developer,4,40000,12/15/2024 0:00,Egyption,Hybird,Full Time,Cairo,40000,EGP,40000,Fullstack,4
Full Stack Developer,2,53000,6/28/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Cairo,53000,EGP,53000,Fullstack,2
Full Stack Java And React,4,2900 euro,5/5/2025 0:00,Not Egyption and site out of egypt,Remotley,Full Time,Berlin,2900,EUR,163821,Fullstack,4
Full Stack Laravel Developer,3,25000,7/1/2025 0:00,Egyption,Remotley,Full Time,cairo,25000,EGP,25000,Fullstack,3
Full Stack Php Developer,2+,35000,5/17/2025 0:00,Egyption,Hybird,Full Time,cairo,35000,EGP,35000,Fullstack,2
